comment,sentiment
哈哈哈，我家ld也是一看迈特威转身就要走，头部空间不压抑的也就这俩了,0
啊，我还以为白天亮的呢，要是白天亮就好看了,0
哥们，互相关注，来个老罗电话呗,0
我一年都才洗三次呢，有时候就是去4S店的时候洗下车，在外面洗车的机会都不多。,0
家里人口多，喜欢一起出游的乐趣，一直缺一台7坐车，suv就不考虑了，虽然通过性好，但拉人就拉不了东西，太鸡肋！放弃。国产商务是不少，试驾了CM7，M5，G10，说实话，国产车的技术进步空间还真不小。后来又试驾艾力绅，奥德赛，马自达8，gl8豪华商务版，日系确实做工精细，驾驶灵活，还省油，但自己有了一辆本田，就先不考虑了，gl8已经换代，论坛大量问题车，搞的我也没啥信心了，老款的大部分都是库存车，也就先放一放了。后来一直钟意唯雅诺，可是也换代了，库存车就剩3.5顶配和3.0乞丐版了，都是不好卖的，果断放弃。新v价格离我很远，也不考虑。今天去北京4s店试驾威霆，想着回头改装一下也不错，结果试驾一圈下来放弃了，理由是：油门到一半起步肉，油门到底就窜，这是小马拉大车加涡轮补助的后果，而且发动机的轰鸣也很大，没经过专业训练就扯着胖子飙高音似的，车身长，导致坐在最后排有点颠簸，而且转弯时有点甩，容易晕车，全系无天窗，硕大的车厢只有最后排负压窗可以开启，空气流通不好，家里有老人，坐久了会不舒服。北京有三家4s店，全部加价提车，只有其中一家接受平价预订，定金五万最少等四个月，买车不是请神仙，就是个交通工具，犯不上这样较劲，明天花乡看二手唯雅诺和gl8去，黄花大闺女娶不着，还不让我娶个如花似玉的大娘们了？,1
这贴真黑呀,0
如果家用就现在性价比来说GL8比奥德赛高27的价格奥德赛混动智享配置有点低了如果买汽油版的奥德赛又是国5国六的GL828T顶配27.29当然GL8的5的车长对于市内停车来说多少费些事就个人而言纯家用我买GL828T顶配一是没钱二是宁当鸡头不当凤尾！当然有些还要看配置,0
两不找我和你换了,0
最近想搞一辆高顶的，问下大家自己买车改装的话有什么风险吗？加高顶的话到时候上牌需要什么手续，国内哪里改比较专业呢,0
其实油耗主要跟驾驶习惯，还有路况有直接的关系，如果经常市区道路的话，油耗肯定会偏高的，如果你经常停水，在城市快速路或者高速路的话油耗表现就好一些了,0
这个肯定是可以去掉的，所以那你这个可以看一下相关的说明书吧友了。还有也可以请教网友啊！,0
在中级MPV市场上自主中级MPV自始至终都是一个空缺。一直被别克GL8和奥德赛牢牢占据着，别克GL8是商务MPV的首选，而如今家用也会选择别克GL8了。前段时间，别克推出全新一代GL8，备受市场的认可。可以看出，全新GL8加强了对家用需求用户的照顾。在商用车领域，GL8的地位已经足够高了，所以全新GL8加强对家用需求的照顾也是合理的。全新GL8的价格区间从28.99万起，相比奥德赛等车型来说相对较高。感兴趣的朋友可以到店试乘试驾。外观方面，别克全新一代GL8采用了最新的家族式风格。新车的前进气格栅采用了飞翼式设计，这是别克品牌的最新家族特征，相比现款车型看上去更加时尚。除此之外，新车还使用了全新的前保险杠设计。高配车型还配备了由23颗LED组成的大灯，点亮后效果出众。车身侧面，全新一代GL8缩短了前悬，隐藏式的B/C/D柱设计营造出了悬浮式车顶。而相比现款车型，新车的第三排侧窗进行了加长，使得整车的侧面线条更加修长。尾部设计较为方正，根据官方介绍，全新一代GL8采用了全铝材质的后备厢门。新车尾灯同样使用了LED光源，共有57颗，点亮后辨识度比较高。车尾的造型焕然一新，后挡风玻璃与尾门高度调至黄金分割比例，视觉重心更稳；贯穿尾灯的镀铬饰条配合全LED光源尾灯，成为车辆识别元素之一，美观且醒目。动力系统方面，全新GL8标配2.0T发动机和6速手自一体变速箱，相比老款车型的2.4L和3.0L发动机来说，有着较为明显的提升。根据官方数据，新车0-100km/h加速时间为10秒以内，百公里油耗低于9L，这样的数据相比老款车型有着很大的进步。悬架方面，全新GL8采用多连杆后悬架，而且部分连杆采用铝合金材质，这也是相比老款车型较大的变化。选MPV车型，家人乘坐的话舒适度最重要，7座SUV的第三排空间太局促，而且会牺牲掉后备厢空间，行车过程中万一追尾还特别危险。在家用方面和商用全新别克GL8都能胜任。面对如今二胎政策的开放，我更推荐全新别克GL8家用商务出行两不误，外观也符合时下潮流。,0
希望前台能改短些,0
原车屏出吗？谢谢！,0
最近去4S店保养，看到有人用奔驰E200置换GL8，也是醉了，那人说买了定制版的，七座车价格能接受，而且定制版内饰很高档，他说考虑过阿尔法，但是价格太贵，不太划算，确实到这个层面的人，考虑28T定制版也很划算，内饰那些看了下都挺高档的，可惜我没有那么钱,1
是老罗的号码吗？,0
大家好，家里人口增加，埃尔法（15年12月低配加价13.5万在北京亚运村提的车）已经不能够满足需要。想要个顶级9座以上的车。奔驰凌特和海狮款式各方便太老，考斯特也pass，跟客车一样。威霆9座可以，但配置太差，那么问题来了，V260加长版（顶配）改装成9座的方案可行性有多大？我自己有三个方案，希望大神能帮我讨论下：1后排座椅全部拆掉改2+2+3小座椅，（但是牺牲了中间排座椅的部分功能，可惜了舒适的航空椅），2保留中间排原装座位，后面再增加两个小座椅，第三排也更换小座椅，人多的时候牺牲点腿部空间，（但是,1
徐州有没有现车？,0
目前行使888公里,0
我的2008年老8还在用，只不过一年中只是回乡时开，平常很少用。。。,0
没这么娇贵,0
易车导购上个月，别克悄无声息地推出了GL8的国六车型入门版本——28T豪华版，官方指导价为23.29万元。相比去年12月份推出的售价25.29-27.29万元的国六版本车型，新车进一步降低了门槛。不过这样一款悄然上市的最低配车型究竟只是来拉低售价，还是真的有不错的性价比呢？外观：延续经典设计造型沉稳商务在正式开始介绍之前，先说一下现在GL8车型的分类。目前GL8在售车型共有两种外观设计，一种是经典造型的GL8商旅车，售价相对较低。另一种则是换了全新外观的GL8ES版本，它的定位更高，也更加商务化。GL8商旅车GL8ES版本车型我们实拍的28T舒适版车型在外观保持上了经典的“胖头鱼”造型，略显圆润，不过并不影响它商务的定位。电动侧滑门对于GL8这样定位的MPV来说还是比较重要的，既实用又有质感。我们实拍的28T舒适版车型并未配置这一配置，而定位更高的ES舒适版和ES尊享版也没有配备这个配置。如果对电动侧滑门很在意的话，还是加钱上高配或者后期加装吧。由于是入门版车型，所以在外观配置方面，GL828T舒适版车型仅配备了自动大灯、后雷达、后排隐私玻璃，功能性配置并不算丰富。而如果选择贵2万元的28T豪华版车型，在外观配置方面会增加倒车影像、单侧侧滑门、单天窗，性价比更高。内饰：布局规整采用双色搭配但质感不足实拍车辆的内饰采用了双色搭配，整体的布局很规整。不过在质感方面就要稍微差一些了，除了门板上棕色区域采用了软性皮质材料，其余的覆盖件都使用了硬质材料，给人的主观感受要稍差一些。虽然GL8的低配车型采用了有些影响手感的塑料材质方向盘，但是方向盘的4向手动调节功能并没有缺席，驾驶者可以更方便的找到一个合适又舒服的坐姿。在安全性配置方面，虽然GL8标配了胎压监测，但入门的28T舒适版车型只配备了前方两个安全气囊，而贵两万元的28T豪华版车型增加了侧气帘。对安全方面看重的朋友，还是选择高配置的车型吧。空间：车内空间足够充裕第三排可长途乘坐得益于足够大的车身尺寸，GL8的车内空间十分宽敞，车内二、三排的乘坐舒适度都很不错，并且从第三排乘客可以很方便的从第二排中央过道进出，这是GL8天生就具备的优势。动力：2.0T发动机（国六）+6速手自一体变速器实拍车型搭载了国六排放标准的2.0T涡轮增压发动机，匹配6速手自一体变速器，动力参数很不错，日常使用绰绰有余。总结：如果只看配置的话，GL828T舒适版车型带有的配置是足够使用的，倒车影像、电动侧滑门、天窗的缺失只会影响一些便利性，您依旧能享受到GL8车型带来的大空间以及国VI排放标准的发动机。但是经过对比，无疑是贵两万元的豪华版车型性价比更高，也更值得入手。因为可以额外得到真皮座椅/方向盘、倒车影像、电动侧滑门、单天窗、侧气囊等配置，无论是家用还是商用都更加舒心。,0
六万给了一个车商下周过户,0
我给你发私信了，你加我呗,0
自己顶一下,0
"家里就一辆车,平时上下班代步,周末偶尔带家人出游,选择魂动奥德赛.家里第二辆车,只作为全家长途旅行,选择GL8.",0
这种情况下只能是回4s店，用电脑检测一下故障码到底是什么原因导致故障灯亮了。车辆在保修期内都是免费维修的。,0
